idx,price,condition,district,max_floor,street,num_rooms,region,area,url,num_bathrooms,building_type,floor,ceiling_height
831,35500.0,newly repaired,Center,10,Arshakunyats Ave,1,Yerevan,40.0,http://www.myrealty.am/en/item/15627/1-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,panel,3,2.8
832,35500.0,good,Arabkir,9,N. Zaryan St,1,Yerevan,48.0,http://www.myrealty.am/en/item/35494/1-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,panel,2,2.8
834,115000.0,zero condition,Arabkir,7,Hr.Kochar St,3,Yerevan,122.0,http://www.myrealty.am/en/item/23258/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,monolit,7,3.0
836,52000.0,newly repaired,Arabkir,9,Gyulbenkyan St,1,Yerevan,45.0,http://www.myrealty.am/en/item/22248/1-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,panel,7,2.8
837,40000.0,newly repaired,Arabkir,4,Kievyan St,1,Yerevan,32.0,http://www.myrealty.am/en/item/34028/1-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,stone,1,2.8
838,40000.0,zero condition,Center,3,Argishti St,1,Yerevan,41.0,http://www.myrealty.am/en/item/33266/1-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,monolit,2,2.8
839,40000.0,newly repaired,Erebuni,14,Erebuni St,2,Yerevan,58.0,http://www.myrealty.am/en/item/32308/2-senyakanoc-bnakaran-vacharq-Yerevan-Erebuni,1,panel,1,2.8
840,178200.0,zero condition,Center,10,Nalbandyan St,3,Yerevan,132.0,http://www.myrealty.am/en/item/22823/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,monolit,10,3.0
841,88000.0,newly repaired,Arabkir,5,Gyulbenkyan St,2,Yerevan,75.0,http://www.myrealty.am/en/item/23241/2-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,stone,3,2.8
842,125000.0,newly repaired,Center,5,Sayat Nova Ave,3,Yerevan,105.0,http://www.myrealty.am/en/item/24227/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,5,3.2
843,85000.0,zero condition,Center,10,Nar Dos 1 alley,3,Yerevan,105.0,http://www.myrealty.am/en/item/23328/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,panel,9,2.8
844,40000.0,newly repaired,Erebuni,5,Vardashen district,3,Yerevan,50.0,http://www.myrealty.am/en/item/31122/3-senyakanoc-bnakaran-vacharq-Yerevan-Erebuni,1,stone,2,2.8
845,40000.0,newly repaired,Arabkir,9,A. Khachatrian St,2,Yerevan,42.0,http://www.myrealty.am/en/item/30266/2-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,panel,8,2.8
846,40000.0,newly repaired,Erebuni,5,Avanesov St,3,Yerevan,75.0,http://www.myrealty.am/en/item/29344/3-senyakanoc-bnakaran-vacharq-Yerevan-Erebuni,1,stone,3,2.8
847,40000.0,newly repaired,Davtashen,9,Davtashen 1 district,2,Yerevan,67.0,http://www.myrealty.am/en/item/30296/2-senyakanoc-bnakaran-vacharq-Yerevan-Davtashen,1,panel,1,2.8
848,40000.0,newly repaired,Nor Norq,12,Lvovyan St,3,Yerevan,61.0,http://www.myrealty.am/en/item/29685/3-senyakanoc-bnakaran-vacharq-Yerevan-Nor%20Norq,1,panel,9,2.8
849,40000.0,newly repaired,Arabkir,8,Orbeli Yeghbayrner   St,2,Yerevan,48.0,http://www.myrealty.am/en/item/29283/2-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,stone,7,2.8
850,40000.0,good,Qanaqer-Zeytun,4,Lepsus St,3,Yerevan,74.0,http://www.myrealty.am/en/item/29264/3-senyakanoc-bnakaran-vacharq-Yerevan-Qanaqer-Zeytun,1,stone,2,2.8
851,40000.0,good,Arabkir,14,Mamikoniants St,2,Yerevan,54.0,http://www.myrealty.am/en/item/29874/2-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,other,1,2.8
852,40000.0,zero condition,Nor Norq,14,Gyuliqevxyan St,2,Yerevan,68.0,http://www.myrealty.am/en/item/28356/2-senyakanoc-bnakaran-vacharq-Yerevan-Nor%20Norq,1,stone,7,3.0
853,40000.0,good,Qanaqer-Zeytun,13,Droi St,2,Yerevan,51.0,http://www.myrealty.am/en/item/28122/2-senyakanoc-bnakaran-vacharq-Yerevan-Qanaqer-Zeytun,1,panel,3,2.8
854,105000.0,newly repaired,Center,3,Moskovyan St,2,Yerevan,70.0,http://www.myrealty.am/en/item/23608/2-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,3,3.2
855,40000.0,good,Arabkir,5,Komitas Ave,2,Yerevan,56.0,http://www.myrealty.am/en/item/27666/2-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,stone,1,2.8
856,40000.0,good,Qanaqer-Zeytun,5,Z. Sarkavag St,2,Yerevan,60.0,http://www.myrealty.am/en/item/27861/2-senyakanoc-bnakaran-vacharq-Yerevan-Qanaqer-Zeytun,1,stone,1,2.8
857,50000.0,good,Arabkir,5,Gyulbenkyan St,2,Yerevan,58.0,http://www.myrealty.am/en/item/23618/2-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,stone,5,2.8
858,51000.0,newly repaired,Center,14,E. Qochar St,2,Yerevan,64.0,http://www.myrealty.am/en/item/23924/2-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,panel,5,2.8
859,50000.0,good,Shengavit,3,Mayisi 9 St,3,Yerevan,85.0,http://www.myrealty.am/en/item/23647/3-senyakanoc-bnakaran-vacharq-Yerevan-Shengavit,1,stone,1,3.2
860,180000.0,good,Center,5,Teryan St,3,Yerevan,120.0,http://www.myrealty.am/en/item/23223/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,other,4,2.8
862,180000.0,newly repaired,Davtashen,16,Davtashen 4 district,3,Yerevan,140.0,http://www.myrealty.am/en/item/27618/3-senyakanoc-bnakaran-vacharq-Yerevan-Davtashen,2,monolit,14,2.8
863,180000.0,good,Center,5,Abovyan St,3,Yerevan,117.0,http://www.myrealty.am/en/item/23767/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,2,stone,3,3.2
864,180000.0,newly repaired,Center,15,Aram St,3,Yerevan,93.0,http://www.myrealty.am/en/item/28243/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,monolit,15,3.2
865,180000.0,newly repaired,Arabkir,13,Mamikoniants St,4,Yerevan,135.0,http://www.myrealty.am/en/item/23342/4-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,2,monolit,4,3.0
866,180000.0,newly repaired,Center,4,Mashtots Ave,3,Yerevan,102.0,http://www.myrealty.am/en/item/31530/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,2,stone,4,3.0
867,180000.0,newly repaired,Center,5,Abovyan St,4,Yerevan,145.0,http://www.myrealty.am/en/item/31948/4-senyakanoc-bnakaran-vacharq-Yerevan-Center,2,stone,2,3.2
868,180000.0,newly repaired,Center,7,Koghbatsi St,3,Yerevan,107.0,http://www.myrealty.am/en/item/29244/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,2,monolit,2,3.0
869,180000.0,newly repaired,Center,5,Nalbandyan St,4,Yerevan,117.0,http://www.myrealty.am/en/item/31716/4-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,2,2.8
871,180000.0,newly repaired,Arabkir,18,Adonts St,4,Yerevan,144.0,http://www.myrealty.am/en/item/34488/4-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,2,monolit,3,3.0
872,180000.0,newly repaired,Center,10,Charents St,3,Yerevan,125.0,http://www.myrealty.am/en/item/37546/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,2,monolit,5,2.8
874,180000.0,zero condition,Center,5,Antarayin St,4,Yerevan,129.0,http://www.myrealty.am/en/item/32661/4-senyakanoc-bnakaran-vacharq-Yerevan-Center,2,monolit,3,3.2
875,180000.0,newly repaired,Center,10,Charents St,3,Yerevan,125.0,http://www.myrealty.am/en/item/37920/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,monolit,5,3.0
876,180000.0,newly repaired,Center,10,Charents St,3,Yerevan,125.0,http://www.myrealty.am/en/item/37678/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,2,monolit,5,2.8
877,180000.0,newly repaired,Center,12,Charents St,3,Yerevan,125.0,http://www.myrealty.am/en/item/37577/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,2,monolit,5,3.0
878,185000.0,newly repaired,Center,6,Abovyan St,3,Yerevan,98.0,http://www.myrealty.am/en/item/449/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,4,3.2
879,185000.0,newly repaired,Center,5,Sayat Nova Ave,4,Yerevan,120.0,http://www.myrealty.am/en/item/17368/4-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,3,3.0
880,187000.0,newly repaired,Center,5,Sayat Nova Ave,4,Yerevan,120.0,http://www.myrealty.am/en/item/17161/4-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,3,3.0
882,185000.0,zero condition,Center,12,Tumanyan St,4,Yerevan,132.0,http://www.myrealty.am/en/item/37259/4-senyakanoc-bnakaran-vacharq-Yerevan-Center,2,monolit,9,3.2
883,185000.0,newly repaired,Center,15,Aram St,3,Yerevan,94.0,http://www.myrealty.am/en/item/22576/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,monolit,15,3.0
884,185000.0,newly repaired,Center,23,Vardanants St,2,Yerevan,91.0,http://www.myrealty.am/en/item/15985/2-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,monolit,6,3.0
885,185000.0,newly repaired,Center,6,A.Manukyan St,4,Yerevan,145.0,http://www.myrealty.am/en/item/29975/4-senyakanoc-bnakaran-vacharq-Yerevan-Center,2,other,6,3.0
886,34000.0,newly repaired,Shengavit,9,Artashisyan St,2,Yerevan,52.0,http://www.myrealty.am/en/item/31091/2-senyakanoc-bnakaran-vacharq-Yerevan-Shengavit,1,panel,1,3.0
887,185000.0,newly repaired,Center,4,Pushkin St,3,Yerevan,145.0,http://www.myrealty.am/en/item/29784/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,2,stone,3,3.0
888,35000.0,good,Avan,14,Duryan disrtict,2,Yerevan,66.0,http://www.myrealty.am/en/item/7598/2-senyakanoc-bnakaran-vacharq-Yerevan-Avan,1,panel,13,2.8
889,34700.0,newly repaired,Shengavit,4,Exbayrutyan St,2,Yerevan,66.0,http://www.myrealty.am/en/item/36776/2-senyakanoc-bnakaran-vacharq-Yerevan-Shengavit,1,stone,4,2.8
890,35000.0,newly repaired,Achapnyak,9,Shiraz St,1,Yerevan,42.0,http://www.myrealty.am/en/item/6440/apartment-for-sale-in-Yerevan,1,panel,6,2.8
891,34700.0,good,Shengavit,4,Exbayrutyan St,2,Yerevan,66.0,http://www.myrealty.am/en/item/36674/2-senyakanoc-bnakaran-vacharq-Yerevan-Shengavit,1,stone,4,2.8
892,35000.0,good,Erebuni,9,Khaghagh Don St,2,Yerevan,61.0,http://www.myrealty.am/en/item/6405/apartment-for-sale-in-Yerevan,1,panel,8,2.8
893,34500.0,good,Malatia-Sebastia,9,Raffi St,3,Yerevan,87.0,http://www.myrealty.am/en/item/36130/3-senyakanoc-bnakaran-vacharq-Yerevan-Malatia-Sebastia,1,other,7,2.8
894,34000.0,good,Malatia-Sebastia,9,A. Babajanyan St,3,Yerevan,73.0,http://www.myrealty.am/en/item/37750/3-senyakanoc-bnakaran-vacharq-Yerevan-Malatia-Sebastia,1,panel,9,2.8
895,35000.0,good,Achapnyak,4,Fuchik 2 alley,2,Yerevan,50.0,http://www.myrealty.am/en/item/111/apartment-for-sale-in-Yerevan,1,stone,4,2.6
896,34000.0,good,Shengavit,9,Frunze St,3,Yerevan,80.0,http://www.myrealty.am/en/item/36769/3-senyakanoc-bnakaran-vacharq-Yerevan-Shengavit,1,panel,9,2.8
897,34000.0,good,Shengavit,9,Frunze St,3,Yerevan,88.0,http://www.myrealty.am/en/item/36677/3-senyakanoc-bnakaran-vacharq-Yerevan-Shengavit,1,panel,9,2.8
898,34000.0,good,Malatia-Sebastia,14,Z.Andranik St,3,Yerevan,105.0,http://www.myrealty.am/en/item/35793/3-senyakanoc-bnakaran-vacharq-Yerevan-Malatia-Sebastia,1,panel,12,2.8
899,34000.0,good,Center,9,E. Qochar St,1,Yerevan,40.0,http://www.myrealty.am/en/item/36411/1-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,panel,2,2.8
900,34000.0,good,Avan,9,Hovhannisyan distrct,1,Yerevan,54.0,http://www.myrealty.am/en/item/35641/1-senyakanoc-bnakaran-vacharq-Yerevan-Avan,1,other,8,2.8
901,34000.0,newly repaired,Nor Norq,12,Moldovakan St,2,Yerevan,65.0,http://www.myrealty.am/en/item/35741/2-senyakanoc-bnakaran-vacharq-Yerevan-Nor%20Norq,1,panel,12,2.8
902,34000.0,good,Nor Norq,5,Nansen St,2,Yerevan,54.0,http://www.myrealty.am/en/item/31447/2-senyakanoc-bnakaran-vacharq-Yerevan-Nor%20Norq,1,stone,5,2.8
903,34000.0,good,Nor Norq,5,Nansen St,2,Yerevan,54.0,http://www.myrealty.am/en/item/35947/2-senyakanoc-bnakaran-vacharq-Yerevan-Nor%20Norq,1,stone,5,2.8
904,34000.0,good,Avan,9,Isahakyan district,2,Yerevan,60.0,http://www.myrealty.am/en/item/35638/2-senyakanoc-bnakaran-vacharq-Yerevan-Avan,1,panel,3,2.8
905,34000.0,good,Nor Norq,9,Minsk St,3,Yerevan,74.0,http://www.myrealty.am/en/item/33759/3-senyakanoc-bnakaran-vacharq-Yerevan-Nor%20Norq,1,panel,8,2.8
906,189000.0,zero condition,Center,16,Aram St,4,Yerevan,135.0,http://www.myrealty.am/en/item/1645/4-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,monolit,12,3.0
907,188000.0,newly repaired,Center,16,Leo St,3,Yerevan,121.0,http://www.myrealty.am/en/item/32635/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,2,monolit,12,3.2
909,34000.0,good,Malatia-Sebastia,9,Z.Andranik St,3,Yerevan,75.0,http://www.myrealty.am/en/item/35785/3-senyakanoc-bnakaran-vacharq-Yerevan-Malatia-Sebastia,1,panel,6,2.8
910,182000.0,newly repaired,Center,5,Mashtots Ave,4,Yerevan,113.0,http://www.myrealty.am/en/item/10963/4-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,4,3.2
911,182000.0,zero condition,Center,17,Yekmalyan St,4,Yerevan,145.0,http://www.myrealty.am/en/item/27902/4-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,other,9,3.0
912,189000.0,newly repaired,Center,12,Amiryan St,2,Yerevan,95.0,http://www.myrealty.am/en/item/37773/2-senyakanoc-bnakaran-vacharq-Yerevan-Center,2,monolit,5,3.0
913,180000.0,newly repaired,Center,7,Buzand St,3,Yerevan,97.0,http://www.myrealty.am/en/item/38100/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,monolit,4,3.0
915,88000.0,newly repaired,Arabkir,4,Kievyan St,3,Yerevan,90.0,http://www.myrealty.am/en/item/32817/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,stone,4,3.2
917,83000.0,newly repaired,Center,4,Vardanants St,3,Yerevan,83.0,http://www.myrealty.am/en/item/34333/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,4,3.2
919,125000.0,newly repaired,Center,4,Charents St,3,Yerevan,106.0,http://www.myrealty.am/en/item/37067/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,3,3.0
920,51000.0,good,Center,5,Tigran Mets Ave,3,Yerevan,75.0,http://www.myrealty.am/en/item/34313/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,3,2.8
921,295000.0,newly repaired,Center,9,Nalbandyan St,4,Yerevan,135.0,http://www.myrealty.am/en/item/34294/4-senyakanoc-bnakaran-vacharq-Yerevan-Center,2,other,5,2.8
922,36000.0,good,Arabkir,10,Sundukyan St,1,Yerevan,42.0,http://www.myrealty.am/en/item/34299/1-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,panel,4,2.8
923,150000.0,newly repaired,Center,5,M.Khorenatsi St,4,Yerevan,97.0,http://www.myrealty.am/en/item/26602/4-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,5,3.2
926,250000.0,newly repaired,Center,18,Vardanants St,3,Yerevan,130.0,http://www.myrealty.am/en/item/34311/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,2,other,4,2.8
927,68500.0,newly repaired,Center,12,E. Qochar St,2,Yerevan,78.0,http://www.myrealty.am/en/item/33793/2-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,panel,11,2.8
928,36000.0,newly repaired,Center,9,NarDos St,1,Yerevan,40.0,http://www.myrealty.am/en/item/35353/1-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,panel,4,2.8
930,95000.0,newly repaired,Arabkir,14,Griboedov St,3,Yerevan,78.0,http://www.myrealty.am/en/item/34353/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,2,other,7,2.8
931,75000.0,good,Center,5,Vardanants St,4,Yerevan,90.0,http://www.myrealty.am/en/item/37600/4-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,2,2.8
932,43000.0,newly repaired,Avan,9,Tsarav Aghbyur St,2,Yerevan,52.0,http://www.myrealty.am/en/item/33748/2-senyakanoc-bnakaran-vacharq-Yerevan-Avan,1,other,6,2.8
933,82000.0,newly repaired,Arabkir,14,Hovsep Emin St,4,Yerevan,118.0,http://www.myrealty.am/en/item/23333/4-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,panel,13,2.8
935,125000.0,newly repaired,Center,5,Tumanyan St,2,Yerevan,65.0,http://www.myrealty.am/en/item/22222/2-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,2,3.0
936,37500.0,good,Shengavit,4,Artashisyan St,2,Yerevan,56.0,http://www.myrealty.am/en/item/22408/2-senyakanoc-bnakaran-vacharq-Yerevan-Shengavit,1,stone,3,2.8
937,53000.0,newly repaired,Center,14,Argishti St,2,Yerevan,55.0,http://www.myrealty.am/en/item/22504/2-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,monolit,12,3.0
938,47000.0,newly repaired,Malatia-Sebastia,9,Z.Andranik St,3,Yerevan,95.0,http://www.myrealty.am/en/item/30138/3-senyakanoc-bnakaran-vacharq-Yerevan-Malatia-Sebastia,1,panel,5,2.8
939,115000.0,good,Center,5,Moskovyan St,1,Yerevan,92.0,http://www.myrealty.am/en/item/23734/1-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,2,3.2
940,53000.0,newly repaired,Center,14,Argishti St,2,Yerevan,55.0,http://www.myrealty.am/en/item/22172/2-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,monolit,14,3.0
941,123000.0,newly repaired,Arabkir,4,Kievyan St,3,Yerevan,93.0,http://www.myrealty.am/en/item/22159/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,stone,1,3.2
942,43000.0,newly repaired,Center,14,Argishti St,1,Yerevan,35.0,http://www.myrealty.am/en/item/23522/1-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,panel,12,3.0
943,265000.0,newly repaired,Center,16,Vardanants St,3,Yerevan,130.0,http://www.myrealty.am/en/item/3941/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,2,monolit,11,3.0
944,85000.0,good,Center,5,D. Demirchyan St,3,Yerevan,88.0,http://www.myrealty.am/en/item/22795/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,5,3.2
946,250000.0,newly repaired,Center,4,Mashtots Ave,3,Yerevan,135.0,http://www.myrealty.am/en/item/3945/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,4,3.2
947,55000.0,zero condition,Center,10,Tigran Mets Ave,3,Yerevan,75.0,http://www.myrealty.am/en/item/15232/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,panel,3,2.8
949,37000.0,good,Center,9,Isakov Ave,2,Yerevan,43.0,http://www.myrealty.am/en/item/30538/2-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,monolit,7,2.8
950,96900.0,zero condition,Davtashen,14,Sasna tsrer St,3,Yerevan,114.0,http://www.myrealty.am/en/item/5468/3-senyakanoc-bnakaran-vacharq-Yerevan-Davtashen,1,monolit,11,3.0
951,33000.0,newly repaired,Arabkir,5,V.Vagharshyan St,1,Yerevan,32.0,http://www.myrealty.am/en/item/30856/1-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,stone,5,2.8
952,185000.0,zero condition,Center,14,Aram St,3,Yerevan,115.0,http://www.myrealty.am/en/item/4837/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,2,other,14,3.0
953,180000.0,newly repaired,Center,6,Deghatan St,3,Yerevan,100.0,http://www.myrealty.am/en/item/5361/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,other,2,3.0
954,95000.0,newly repaired,Center,5,Tigran Mets Ave,3,Yerevan,84.0,http://www.myrealty.am/en/item/4229/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,5,3.2
955,45000.0,newly repaired,Davtashen,11,Petrosyan St,3,Yerevan,63.0,http://www.myrealty.am/en/item/14894/3-senyakanoc-bnakaran-vacharq-Yerevan-Davtashen,1,monolit,3,3.0
956,33000.0,zero condition,Arabkir,12,Sundukyan St,1,Yerevan,47.0,http://www.myrealty.am/en/item/26435/1-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,panel,10,2.8
957,180000.0,newly repaired,Center,14,Mashtots Ave,3,Yerevan,83.0,http://www.myrealty.am/en/item/10258/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,monolit,5,3.0
958,35000.0,newly repaired,Avan,14,Charents disrtict,2,Yerevan,65.0,http://www.myrealty.am/en/item/13478/2-senyakanoc-bnakaran-vacharq-Yerevan-Avan,1,panel,12,2.8
959,43000.0,newly repaired,Nor Norq,5,Shopron 3 alley,3,Yerevan,78.0,http://www.myrealty.am/en/item/38119/3-senyakanoc-bnakaran-vacharq-Yerevan-Nor%20Norq,1,stone,1,2.8
960,72000.0,newly repaired,Arabkir,16,A. Avetisyan St,3,Yerevan,72.0,http://www.myrealty.am/en/item/38131/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,panel,3,2.8
961,300000.0,newly repaired,Center,14,Aram St,3,Yerevan,141.0,http://www.myrealty.am/en/item/34354/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,2,monolit,12,3.0
962,351000.0,newly repaired,Center,23,Vardanants St,3,Yerevan,135.0,http://www.myrealty.am/en/item/35987/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,other,16,2.8
963,49000.0,good,Arabkir,10,Hambardzumyan St,3,Yerevan,68.0,http://www.myrealty.am/en/item/35990/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,panel,8,2.8
965,72000.0,good,Center,9,E. Qochar St,3,Yerevan,94.0,http://www.myrealty.am/en/item/35985/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,panel,5,2.8
966,115000.0,good,Center,5,Nalbandyan St,3,Yerevan,96.0,http://www.myrealty.am/en/item/24046/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,5,2.8
967,77000.0,good,Arabkir,16,Baghramyan av(Arabkir),3,Yerevan,97.0,http://www.myrealty.am/en/item/23135/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,other,7,2.8
968,58000.0,good,Arabkir,5,Aghbyur Serob St,4,Yerevan,117.0,http://www.myrealty.am/en/item/23188/4-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,stone,1,2.8
969,38000.0,good,Arabkir,9,Komitas Ave,1,Yerevan,46.0,http://www.myrealty.am/en/item/23806/1-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,panel,8,2.8
970,220000.0,newly repaired,Center,4,Mashtots Ave,3,Yerevan,100.0,http://www.myrealty.am/en/item/34665/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,2,2.8
971,36000.0,good,Arabkir,5,Azatutyan Ave,1,Yerevan,54.0,http://www.myrealty.am/en/item/24082/1-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,stone,1,2.8
972,52500.0,good,Arabkir,5,Hr.Kochar St,3,Yerevan,72.0,http://www.myrealty.am/en/item/23134/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,stone,4,2.8
973,95000.0,good,Shengavit,5,Manandyan St,3,Yerevan,65.0,http://www.myrealty.am/en/item/22420/3-senyakanoc-bnakaran-vacharq-Yerevan-Shengavit,1,stone,1,3.2
974,40000.0,zero condition,Davtashen,9,Davtashen 2 district,3,Yerevan,74.0,http://www.myrealty.am/en/item/24619/3-senyakanoc-bnakaran-vacharq-Yerevan-Davtashen,1,panel,8,2.8
975,50000.0,good,Arabkir,13,A. Khachatrian St,2,Yerevan,75.0,http://www.myrealty.am/en/item/23890/2-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,panel,8,2.8
976,220000.0,newly repaired,Center,4,Hanrapetutyan St,3,Yerevan,120.0,http://www.myrealty.am/en/item/22885/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,3,3.2
977,82000.0,newly repaired,Center,6,Charents St,3,Yerevan,85.0,http://www.myrealty.am/en/item/22746/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,1,3.0
978,95000.0,newly repaired,Arabkir,8,Komitas Ave,2,Yerevan,60.0,http://www.myrealty.am/en/item/21359/2-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,monolit,7,3.2
979,77000.0,newly repaired,Arabkir,5,Azatutyan Ave,2,Yerevan,76.0,http://www.myrealty.am/en/item/23239/2-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,stone,4,2.8
980,300000.0,newly repaired,Center,15,Aram St,4,Yerevan,136.0,http://www.myrealty.am/en/item/22121/4-senyakanoc-bnakaran-vacharq-Yerevan-Center,2,monolit,7,3.0
981,150000.0,newly repaired,Center,5,Sayat Nova Ave,3,Yerevan,109.0,http://www.myrealty.am/en/item/22744/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,3,2.8
982,36500.0,newly repaired,Achapnyak,5,Lukashin St,2,Yerevan,51.0,http://www.myrealty.am/en/item/29291/2-senyakanoc-bnakaran-vacharq-Yerevan-Achapnyak,1,other,3,2.8
983,95000.0,good,Arabkir,10,Hr.Kochar St,3,Yerevan,90.0,http://www.myrealty.am/en/item/21999/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,monolit,6,3.0
984,85000.0,good,Center,4,Mashtots Ave,3,Yerevan,96.0,http://www.myrealty.am/en/item/22888/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,4,3.2
986,36000.0,good,Nor Norq,9,Vilnyus St,3,Yerevan,80.0,http://www.myrealty.am/en/item/37980/3-senyakanoc-bnakaran-vacharq-Yerevan-Nor%20Norq,1,panel,9,2.8
987,36000.0,good,Nor Norq,5,Gyuliqevxyan St,3,Yerevan,75.0,http://www.myrealty.am/en/item/35583/3-senyakanoc-bnakaran-vacharq-Yerevan-Nor%20Norq,1,stone,2,2.8
988,36000.0,good,Davtashen,9,Davtashen 2 district,1,Yerevan,54.0,http://www.myrealty.am/en/item/37857/1-senyakanoc-bnakaran-vacharq-Yerevan-Davtashen,1,panel,9,2.8
989,36200.0,good,Malatia-Sebastia,14,Z.Andranik St,1,Yerevan,63.0,http://www.myrealty.am/en/item/25028/1-senyakanoc-bnakaran-vacharq-Yerevan-Malatia-Sebastia,2,panel,9,2.8
